subject,subject_type,subject_role,relation,object,object_type,object_role,sentence,source_url,strategy
Nadal,PERSON,Player,playedAgainst,Richard Gasquet,PERSON,Player,"In September, Nadal entered the final Challenger event of his career, on hard courts in Saint-Jean-de-Luz, retiring with an injury against Richard Gasquet, who never defeated Nadal again.[48][56]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Robin Söderling,PERSON,Player,Nadal then broke Argentinian Guillermo Vilas's 29-year male record of 53 consecutive clay-court match victories by beating Robin Söderling in the first round of the French Open.[85][86],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Robin Söderling.[271,PERSON,Player,"Nadal lost to Djokovic in the quarterfinals of the French Open, ending his winning streak of 39 consecutive victories in Paris since his 2009 defeat by Robin Söderling.[271]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Robredo,PERSON,Player,"- ""Nadal beats Robredo i",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"At the ATP Finals, Nadal was defeated by Roger Federer and Jo-Wilfried Tsonga in the round-robin stage, and was eliminated from the tournament.[204]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"At the French Open, Nadal beat Kei Nishikori and Roger Federer (their first meeting at the tournament since 2011) en route to the final, dropping only one set en route.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,- The world No. 1 players who Nadal defeated were Roger Federer (13 times)[604] and Novak Djokovic (10 times).[605],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,- The world No. 1 players who Nadal has defeated in his career are Roger Federer (13 times) and Novak Djokovic (10 times).[566],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Rublev,PERSON,Player,"At the ATP Finals, Nadal defeated Rublev and defending champion Tsitsipas progressing to the semi-finals and securing ending the year as No. 2.[338]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Sergiy Stakhovsky,PERSON,Player,"Nadal helped Spain secure a Davis Cup World Group place for 2014, beating Sergiy Stakhovsky and winning a doubles with Marc Lopez.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Stan Wawrinka,PERSON,Player,"In July, Nadal beat Stan Wawrinka in the final of the clay-court Stuttgart Open.[101]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Stan Wawrinka,PERSON,Player,Nadal beat Stan Wawrinka to win a record tenth French Open title.,https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Söderling,PERSON,Player,"At the French Open, Nadal beat Söderling in the final to win his fifth French Open.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Taylor Fritz,PERSON,Player,Nadal had a rib injury and lost to Taylor Fritz in straight sets in the final.[352],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Tomeu Salvá,PERSON,Player,"In July, Nadal won the U14 Spanish championships, beating his friend and training partner Tomeu Salvá in the final,[16][28] despite breaking a finger on his left hand during the first round.[28][29]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Tommy Robredo,PERSON,Player,Nadal beat Federer in the final of the Monte Carlo Masters[82] and Tommy Robredo in the Barcelona final.[83],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Tomáš Berdych,PERSON,Player,"Joachim Johansson, ranked No. 690, upset Nadal in the second round of the Stockholm Open[92] and he lost to Tomáš Berdych in the quarterfinals of the Madrid Masters.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Tomáš Berdych,PERSON,Player,"In December, Nadal beat Tomáš Berdych in the Davis Cup final.[156]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Tsitsipas,PERSON,Player,"At the French Open, he beat Nadal in a four-set semifinal and came from two sets down to defeat Tsitsipas in the final.[245]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,Tsitsipas,PERSON,Player,"At the ATP Finals, Nadal beat Tsitsipas and Medvedev in the round-robin stage, but failed to progress to the semi-finals.[324]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Tsitsipas,PERSON,Player,"At the ATP Finals, Nadal defeated Rublev and defending champion Tsitsipas progressing to the semi-finals and securing ending the year as No. 2.[338]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open, Nadal won his semi-final match against Roger Federer to set up a third successive major final against Novak Djokovic, which he lost in a five-set epic that lasted 5 hours and 53 minutes, the longest Grand Slam final match (by duration) in history.[207]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Australian Open,ORG,Tournament,"At Australian Open, Nadal progressed to his fifth Australian Open final without losing a set, then won only eight games against Novak Djokovic, which was Nadal's first straight-sets defeat in a major final.[311]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open Nadal won his first three matches in straight sets against Hugo Dellien, Federico Delbonis and Pablo Carreño Busta.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"Nadal won 92 ATP Tour singles titles, with 22 major titles—including a record 14 French Open titles—as well as 36 Masters titles and an Olympic gold medal.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"However, Nadal retained his No. 1 ranking during the clay-court season and won his sixth French Open title by defeating Roger Federer.[196]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"At the French Open, Nadal won his semi-final match against Ferrer to set up another final against Novak Djokovic.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"Nadal won the French Open beating David Ferrer in the final, breaking the record for the most match wins in the tournament with his 59th victory.[237]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"2014: Ninth French Open title and sustained injuries At the Qatar Open, Nadal won the title beating Gaël Monfils in the final.[250]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"At the French Open, Nadal won his 17th Grand Slam title.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,Nadal won in four sets against Thiem to claim his record-extending twelfth French Open title.[317],https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"Nadal won his 13th French Open, beating Novak Djokovic in straight sets in the final, only losing seven games.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"Nadal holds the men's all-time records for the most majors won without losing a set (4), the most match wins at a single major (112 at the French Open), and the highest match-winning percentage at clay court majors (96.6%), among many others.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,French Open,ORG,Tournament,"Around the time he won the 2012 French Open, Nadal acquired a vacation home, a two-storey villa in Playa Nueva Romana, in the Dominican Republic, for about 2 million euros.[554]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Grand Slam,ORG,Tournament,"At the Australian Open, Nadal won his semi-final match against Roger Federer to set up a third successive major final against Novak Djokovic, which he lost in a five-set epic that lasted 5 hours and 53 minutes, the longest Grand Slam final match (by duration) in history.[207]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Grand Slam,ORG,Tournament,"At the French Open, Nadal won his 17th Grand Slam title.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Open Era,ORG,Tournament,"At Rome, Nadal won his 8th title beating Alexander Zverev in three sets, to reach fourth place (overtaking McEnroe) on the men's singles titles in the Open Era leaderboard with 78.[306]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"At Wimbledon, Djokovic won a five-hour quarterfinal over Marcos Baghdatis before retiring in the semifinals against Nadal due to elbow issues.[65][66]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Nadal,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Following his Wimbledon loss, Nadal won 16 consecutive matches and three consecutive tournaments, the Swedish Open, Stuttgart Open, and the Canada Masters, defeating Agassi in the final of the latter to win the first hardcourt title of his career and to bring his ranking to No. 2 on 25 July 2005, where he remained for the next three years behind Roger Federer.[36]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,Nadal then won consecutive five-set matches during the third and fourth rounds of Wimbledon before being beaten by Federer in a five-set final.,https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"At 4 hours and 48 minutes, they played the longest final (in terms of time on court, surpassed in 2019) in Wimbledon history, and because of rain delays, Nadal won the fifth set 9–7 in near-darkness.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Nadal went on to win the 2015 Mercedes Cup against Serbian Viktor Troicki, his first grass court title since he won at Wimbledon in 2010.[272]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Nadal won six of the nine, losing the first two Wimbledon finals and 2017 in Australia.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,the Open Era,ORG,Tournament,"In 2002, Nadal, then ranked No. 762, received a wild card to the ATP 250 event on his home island of Mallorca,[37] where on 29 April, Nadal won his first ATP match by defeating No. 81 Ramón Delgado,[38] and became the ninth player in the Open Era to do so before the age of 16.[36][39",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,the Open Era,ORG,Tournament,This made Nadal the second man in the Open Era to have won gold medals in both singles and doubles.,https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,the Open Era,ORG,Tournament,"Nadal won every set, dropping only 35 games in seven matches, which is the second-fewest by any male player en route to a major title in the Open Era.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,won,the Open Era.[291,ORG,Tournament,"Nadal then won his 29th Masters title in Monte Carlo; his tenth title, the most wins by any player at a single tournament in the Open Era.[291]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nafal,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"At Mubadala World Tennis Championship exhibition event in Abu Dhabi, Nafal beat Roger Federer in the final.[185]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nick Kyrgios,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,At Indian Wells he beat Nick Kyrgios and Carlos Alcaraz to reach his fourth final of the year and extend his winning streak to 20 matches.[351],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nick Kyrgios,PERSON,Player,playedAgainst,Dominic Thiem,PERSON,Player,"In the fourth round, he defeated Nick Kyrgios in four sets and lost in the quarterfinals to eventual runner-up Dominic Thiem in four sets.[330]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nick Kyrgios,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"He reached a record 32nd Grand Slam final after defeating Cameron Norrie in the semifinals[275] and beat Nick Kyrgios in four sets to claim his seventh Wimbledon and 21st major title, surpassing Roger Federer and moving one behind Nadal.[276][277]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,fromCountry,Australia,GPE,Country,"""Why Novak Djokovic Was Blocked From Entering Australia"".",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Novak Djokovic,PERSON,Player,participatedIn,Grand Slam,ORG,Tournament,"- ""Novak Djokovic keeps it real: ""One of the worst Grand Slam matches I've ever played"".",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Novak Djokovic,PERSON,Player,playedAgainst,Andre Agassi,PERSON,Player,st final without dropping a set and then beat Novak Djokovic to complete his first Career Grand Slam while becoming the second male after Andre Agassi to complete a Career Golden Slam.[177],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"At Monte Carlo he lost to Novak Djokovic in straight sets in the semi finals,[266] at Barcelona he lost to Fognini in the quarterfinals[267] and at Madrid he lost the final to Andy Murray in straight sets, resulting in his dropping out of the top five for the first time since 2005.[268][269]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"- ""Novak Djokovic beats Carlos Alcaraz to win Olympic tennis gold and seal 'Golden Slam'.",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"- ""ATP Finals results 2023: Novak Djokovic beats Carlos Alcaraz to set up Jannik Sinner final"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"""Novak Djokovic beats Carlos Alcaraz in 'epic' Australian Open quarterfinal"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Daniil Medvedev,PERSON,Player,"- ""Novak Djokovic wins ninth Australian Open by beating Daniil Medvedev"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Daniil Medvedev,PERSON,Player,"- ""US Open 2023 results: Novak Djokovic wins 24th major by beating Daniil Medvedev"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Daniil Medvedev,PERSON,Player,"""Novak Djokovic wins the US Open for his 24th Grand Slam title by beating Daniil Medvedev"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Del Potro,PERSON,Player,"- ""Novak Djokovic beats Del Potro to reach Wimbledon final"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Denis Shapovalov,PERSON,Player,"- ""Novak Djokovic beats Denis Shapovalov to win fifth Paris Masters title"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
